EARN,EMP#,DATE,HRS,RATE,AMOUNT,,,,,,,,,,,,
REG,68303,11/18/2012,4.45,30.48,144.78,,,,,,,,,,,,
REG,68303,11/18/2012,3.15,26.18,85.09,,,,,,,,,,,,
REG,68303,11/19/2012,2.48,30.48,85.34,,,,,,,,,,,,
REG,68303,11/19/2012,5.12,26.18,136.14,,,,,,,,,,,,
REG,68303,11/20/2012,2.48,30.48,85.34,,,,,,,,,,,,
REG,68303,11/20/2012,5.12,26.18,136.14,,,,,,,,,,,,
REG,68303,11/23/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,68303,11/23/2012,1.59,26.18,51.92,,,,,,,,,,,,
REG,68304,11/18/2012,5.49,30.48,177.29,,,,,,,,,,,,
REG,68304,11/18/2012,2.11,26.18,57.16,,,,,,,,,,,,
REG,68304,11/19/2012,2.46,30.48,84.33,,,,,,,,,,,,
REG,68304,11/19/2012,5.14,26.18,137.01,,,,,,,,,,,,
REG,68304,11/20/2012,2.46,30.48,84.33,,,,,,,,,,,,
REG,68304,11/20/2012,5.14,26.18,137.01,,,,,,,,,,,,
REG,68304,11/21/2012,2.46,30.48,84.33,,,,,,,,,,,,
REG,68304,11/21/2012,5.14,26.18,137.01,,,,,,,,,,,,
REG,68304,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68305,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68305,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68305,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68305,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68313,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68313,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68313,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68313,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68313,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68314,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68314,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68314,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68314,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68315,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68315,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68315,11/19/2012,1.08,30.48,34.54,,,,,,,,,,,,
REG,68315,11/19/2012,6.52,26.18,179.77,,,,,,,,,,,,
REG,68315,11/20/2012,1.08,30.48,34.54,,,,,,,,,,,,
REG,68315,11/20/2012,6.52,26.18,179.77,,,,,,,,,,,,
REG,68315,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68316,11/19/2012,3.24,30.48,103.63,,,,,,,,,,,,
REG,68316,11/19/2012,4.36,30.48,140.21,,,,,,,,,,,,
REG,68316,11/20/2012,3.24,30.48,103.63,,,,,,,,,,,,
REG,68316,11/20/2012,4.36,30.48,140.21,,,,,,,,,,,,
REG,68316,11/21/2012,3.24,30.48,103.63,,,,,,,,,,,,
REG,68316,11/21/2012,4.36,30.48,140.21,,,,,,,,,,,,
REG,68316,11/23/2012,3.01,30.48,91.95,,,,,,,,,,,,
REG,68316,11/23/2012,4.59,30.48,151.89,,,,,,,,,,,,
REG,68320,11/18/2012,6.39,30.48,202.69,,,,,,,,,,,,
REG,68320,11/18/2012,1.21,26.18,35.34,,,,,,,,,,,,
REG,68320,11/19/2012,2.51,30.48,86.87,,,,,,,,,,,,
REG,68320,11/19/2012,5.09,26.18,134.83,,,,,,,,,,,,
REG,68320,11/20/2012,2.51,30.48,86.87,,,,,,,,,,,,
REG,68320,11/20/2012,5.09,26.18,134.83,,,,,,,,,,,,
REG,68320,11/21/2012,2.51,30.48,86.87,,,,,,,,,,,,
REG,68320,11/21/2012,5.09,26.18,134.83,,,,,,,,,,,,
REG,68320,11/23/2012,4.48,30.48,146.3,,,,,,,,,,,,
REG,68320,11/23/2012,3.12,26.18,83.78,,,,,,,,,,,,
REG,68368,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68368,11/20/2012,4.31,30.48,137.67,,,,,,,,,,,,
REG,68368,11/20/2012,3.29,26.18,91.19,,,,,,,,,,,,
REG,68368,11/21/2012,4.31,30.48,137.67,,,,,,,,,,,,
REG,68368,11/21/2012,3.29,26.18,91.19,,,,,,,,,,,,
REG,68368,11/22/2012,4.14,30.48,129.03,,,,,,,,,,,,
REG,68368,11/22/2012,3.46,26.18,98.61,,,,,,,,,,,,
REG,68368,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68508,11/19/2012,1.17,30.48,39.12,,,,,,,,,,,,
REG,68508,11/19/2012,6.43,26.18,175.84,,,,,,,,,,,,
REG,68508,11/20/2012,1.17,30.48,39.12,,,,,,,,,,,,
REG,68508,11/20/2012,6.43,26.18,175.84,,,,,,,,,,,,
REG,68508,11/21/2012,1.17,30.48,39.12,,,,,,,,,,,,
REG,68508,11/21/2012,6.43,26.18,175.84,,,,,,,,,,,,
REG,68508,11/22/2012,4.14,30.48,129.03,,,,,,,,,,,,
REG,68508,11/22/2012,3.46,26.18,98.61,,,,,,,,,,,,
REG,68508,11/23/2012,4.55,30.48,149.86,,,,,,,,,,,,
REG,68508,11/23/2012,3.05,26.18,80.72,,,,,,,,,,,,
REG,68509,11/17/2012,5.44,30.48,174.75,,,,,,,,,,,,
REG,68509,11/17/2012,2.16,26.18,59.34,,,,,,,,,,,,
REG,68509,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68509,11/19/2012,3.00,30.48,91.44,,,,,,,,,,,,
REG,68509,11/19/2012,5.00,26.18,130.9,,,,,,,,,,,,
REG,68509,11/20/2012,3.00,30.48,91.44,,,,,,,,,,,,
REG,68509,11/20/2012,5.00,26.18,130.9,,,,,,,,,,,,
REG,68509,11/23/2012,3.04,30.48,93.47,,,,,,,,,,,,
REG,68509,11/23/2012,4.56,26.18,129.15,,,,,,,,,,,,
REG,68512,11/17/2012,2.15,30.48,68.58,,,,,,,,,,,,
REG,68512,11/17/2012,5.45,26.18,150.54,,,,,,,,,,,,
REG,68512,11/18/2012,4.14,30.48,129.03,,,,,,,,,,,,
REG,68512,11/18/2012,3.46,26.18,98.61,,,,,,,,,,,,
REG,68512,11/20/2012,2.07,30.48,64.52,,,,,,,,,,,,
REG,68512,11/20/2012,5.53,26.18,154.03,,,,,,,,,,,,
REG,68512,11/21/2012,2.07,30.48,64.52,,,,,,,,,,,,
REG,68512,11/21/2012,5.53,26.18,154.03,,,,,,,,,,,,
REG,68512,11/23/2012,3.42,30.48,112.78,,,,,,,,,,,,
REG,68512,11/23/2012,4.18,26.18,112.57,,,,,,,,,,,,
REG,68513,11/18/2012,5.09,30.48,156.97,,,,,,,,,,,,
REG,68513,11/18/2012,2.51,26.18,74.61,,,,,,,,,,,,
REG,68513,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68513,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68513,11/23/2012,6.03,30.48,184.4,,,,,,,,,,,,
REG,68513,11/23/2012,1.57,26.18,51.05,,,,,,,,,,,,
REG,68515,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68515,11/18/2012,5.51,30.48,178.31,,,,,,,,,,,,
REG,68515,11/18/2012,2.09,26.18,56.29,,,,,,,,,,,,
REG,68515,11/19/2012,6.21,30.48,193.55,,,,,,,,,,,,
REG,68515,11/19/2012,1.39,26.18,43.2,,,,,,,,,,,,
REG,68515,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68537,11/19/2012,2.54,30.48,88.39,,,,,,,,,,,,
REG,68537,11/19/2012,5.06,26.18,133.52,,,,,,,,,,,,
REG,68537,11/20/2012,2.54,30.48,88.39,,,,,,,,,,,,
REG,68537,11/20/2012,5.06,26.18,133.52,,,,,,,,,,,,
REG,68537,11/21/2012,2.54,30.48,88.39,,,,,,,,,,,,
REG,68537,11/21/2012,5.06,26.18,133.52,,,,,,,,,,,,
REG,68537,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68539,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68539,11/20/2012,2.57,30.48,89.92,,,,,,,,,,,,
REG,68539,11/20/2012,5.03,26.18,132.21,,,,,,,,,,,,
REG,68539,11/21/2012,6.18,30.48,192.02,,,,,,,,,,,,
REG,68539,11/21/2012,1.42,26.18,44.51,,,,,,,,,,,,
REG,68539,11/23/2012,4.43,30.48,143.76,,,,,,,,,,,,
REG,68539,11/23/2012,3.17,26.18,85.96,,,,,,,,,,,,
REG,68570,11/19/2012,4.20,30.48,132.08,,,,,,,,,,,,
REG,68570,11/19/2012,3.40,26.18,95.99,,,,,,,,,,,,
REG,68570,11/20/2012,4.20,30.48,132.08,,,,,,,,,,,,
REG,68570,11/20/2012,3.40,26.18,95.99,,,,,,,,,,,,
REG,68570,11/21/2012,4.20,30.48,132.08,,,,,,,,,,,,
REG,68570,11/21/2012,3.40,26.18,95.99,,,,,,,,,,,,
REG,68570,11/22/2012,6.03,30.48,184.4,,,,,,,,,,,,
REG,68570,11/22/2012,1.57,26.18,51.05,,,,,,,,,,,,
REG,68570,11/23/2012,4.38,30.48,141.22,,,,,,,,,,,,
REG,68570,11/23/2012,3.22,26.18,88.14,,,,,,,,,,,,
REG,68571,11/19/2012,5.42,30.48,173.74,,,,,,,,,,,,
REG,68571,11/19/2012,2.18,26.18,60.21,,,,,,,,,,,,
REG,68571,11/20/2012,5.42,30.48,173.74,,,,,,,,,,,,
REG,68571,11/20/2012,2.18,26.18,60.21,,,,,,,,,,,,
REG,68571,11/21/2012,5.42,30.48,173.74,,,,,,,,,,,,
REG,68571,11/21/2012,2.18,26.18,60.21,,,,,,,,,,,,
REG,68571,11/23/2012,4.57,30.48,150.88,,,,,,,,,,,,
REG,68571,11/23/2012,3.03,26.18,79.85,,,,,,,,,,,,
REG,68573,11/17/2012,5.44,30.48,174.75,,,,,,,,,,,,
REG,68573,11/17/2012,2.16,26.18,59.34,,,,,,,,,,,,
REG,68573,11/18/2012,5.59,30.48,182.37,,,,,,,,,,,,
REG,68573,11/18/2012,2.01,26.18,52.8,,,,,,,,,,,,
REG,68573,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68573,11/23/2012,6.24,30.48,195.07,,,,,,,,,,,,
REG,68573,11/23/2012,1.36,26.18,41.89,,,,,,,,,,,,
REG,68574,11/19/2012,2.53,30.48,87.88,,,,,,,,,,,,
REG,68574,11/19/2012,5.07,26.18,133.95,,,,,,,,,,,,
REG,68574,11/20/2012,2.53,30.48,87.88,,,,,,,,,,,,
REG,68574,11/20/2012,5.07,26.18,133.95,,,,,,,,,,,,
REG,68574,11/21/2012,2.53,30.48,87.88,,,,,,,,,,,,
REG,68574,11/21/2012,5.07,26.18,133.95,,,,,,,,,,,,
REG,68574,11/23/2012,4.47,30.48,145.8,,,,,,,,,,,,
REG,68574,11/23/2012,3.13,26.18,84.21,,,,,,,,,,,,
REG,68575,11/17/2012,6.44,30.48,205.23,,,,,,,,,,,,
REG,68575,11/17/2012,1.16,26.18,33.16,,,,,,,,,,,,
REG,68575,11/20/2012,4.57,30.48,150.88,,,,,,,,,,,,
REG,68575,11/20/2012,3.03,26.18,79.85,,,,,,,,,,,,
REG,68575,11/21/2012,4.57,30.48,150.88,,,,,,,,,,,,
REG,68575,11/21/2012,3.03,26.18,79.85,,,,,,,,,,,,
REG,68575,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68575,11/23/2012,1.04,30.48,32.51,,,,,,,,,,,,
REG,68575,11/23/2012,6.56,26.18,181.51,,,,,,,,,,,,
REG,68576,11/19/2012,4.25,30.48,134.62,,,,,,,,,,,,
REG,68576,11/19/2012,3.35,26.18,93.81,,,,,,,,,,,,
REG,68576,11/20/2012,4.25,30.48,134.62,,,,,,,,,,,,
REG,68576,11/20/2012,3.35,26.18,93.81,,,,,,,,,,,,
REG,68576,11/21/2012,4.25,30.48,134.62,,,,,,,,,,,,
REG,68576,11/21/2012,3.35,26.18,93.81,,,,,,,,,,,,
REG,68576,11/23/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,68576,11/23/2012,3.38,26.18,95.12,,,,,,,,,,,,
REG,68581,11/19/2012,2.50,30.48,86.36,,,,,,,,,,,,
REG,68581,11/19/2012,5.10,26.18,135.26,,,,,,,,,,,,
REG,68581,11/20/2012,2.50,30.48,86.36,,,,,,,,,,,,
REG,68581,11/20/2012,5.10,26.18,135.26,,,,,,,,,,,,
REG,68581,11/21/2012,2.50,30.48,86.36,,,,,,,,,,,,
REG,68581,11/21/2012,5.10,26.18,135.26,,,,,,,,,,,,
REG,68581,11/22/2012,2.53,30.48,87.88,,,,,,,,,,,,
REG,68581,11/22/2012,5.07,26.18,133.95,,,,,,,,,,,,
REG,68581,11/23/2012,4.19,30.48,131.57,,,,,,,,,,,,
REG,68581,11/23/2012,3.41,26.18,96.43,,,,,,,,,,,,
REG,68587,11/17/2012,4.30,30.48,137.16,,,,,,,,,,,,
REG,68587,11/17/2012,3.30,26.18,91.63,,,,,,,,,,,,
REG,68587,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68587,11/19/2012,2.50,30.48,86.36,,,,,,,,,,,,
REG,68587,11/19/2012,5.10,26.18,135.26,,,,,,,,,,,,
REG,68587,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68587,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68589,11/19/2012,3.19,30.48,101.09,,,,,,,,,,,,
REG,68589,11/19/2012,4.41,26.18,122.61,,,,,,,,,,,,
REG,68589,11/20/2012,3.19,30.48,101.09,,,,,,,,,,,,
REG,68589,11/20/2012,4.41,26.18,122.61,,,,,,,,,,,,
REG,68589,11/21/2012,3.19,30.48,101.09,,,,,,,,,,,,
REG,68589,11/21/2012,4.41,26.18,122.61,,,,,,,,,,,,
REG,68589,11/23/2012,3.00,30.48,91.44,,,,,,,,,,,,
REG,68589,11/23/2012,5.00,26.18,130.9,,,,,,,,,,,,
REG,68615,11/19/2012,2.49,30.48,85.85,,,,,,,,,,,,
REG,68615,11/19/2012,5.11,26.18,135.7,,,,,,,,,,,,
REG,68615,11/20/2012,2.49,30.48,85.85,,,,,,,,,,,,
REG,68615,11/20/2012,5.11,26.18,135.7,,,,,,,,,,,,
REG,68615,11/21/2012,2.49,30.48,85.85,,,,,,,,,,,,
REG,68615,11/21/2012,5.11,26.18,135.7,,,,,,,,,,,,
REG,68615,11/23/2012,3.08,30.48,95.5,,,,,,,,,,,,
REG,68615,11/23/2012,4.52,26.18,127.41,,,,,,,,,,,,
REG,68616,11/17/2012,5.11,30.48,157.99,,,,,,,,,,,,
REG,68616,11/17/2012,2.49,26.18,73.74,,,,,,,,,,,,
REG,68616,11/19/2012,2.07,30.48,64.52,,,,,,,,,,,,
REG,68616,11/19/2012,5.53,26.18,154.03,,,,,,,,,,,,
REG,68616,11/20/2012,2.07,30.48,64.52,,,,,,,,,,,,
REG,68616,11/20/2012,5.53,26.18,154.03,,,,,,,,,,,,
REG,68616,11/23/2012,3.40,30.48,111.76,,,,,,,,,,,,
REG,68616,11/23/2012,4.20,26.18,113.45,,,,,,,,,,,,
REG,68618,11/17/2012,6.14,30.48,189.99,,,,,,,,,,,,
REG,68618,11/17/2012,1.46,26.18,46.25,,,,,,,,,,,,
REG,68618,11/18/2012,2.34,30.48,78.23,,,,,,,,,,,,
REG,68618,11/18/2012,5.26,26.18,142.24,,,,,,,,,,,,
REG,68618,11/19/2012,5.30,30.48,167.64,,,,,,,,,,,,
REG,68618,11/19/2012,2.30,26.18,65.45,,,,,,,,,,,,
REG,68618,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68618,11/23/2012,4.46,30.48,145.29,,,,,,,,,,,,
REG,68618,11/23/2012,3.14,26.18,84.65,,,,,,,,,,,,
REG,68619,11/19/2012,4.58,30.48,151.38,,,,,,,,,,,,
REG,68619,11/19/2012,3.02,26.18,79.41,,,,,,,,,,,,
REG,68619,11/20/2012,4.58,30.48,151.38,,,,,,,,,,,,
REG,68619,11/20/2012,3.02,26.18,79.41,,,,,,,,,,,,
REG,68619,11/21/2012,4.58,30.48,151.38,,,,,,,,,,,,
REG,68619,11/21/2012,3.02,26.18,79.41,,,,,,,,,,,,
REG,68619,11/23/2012,5.59,30.48,182.37,,,,,,,,,,,,
REG,68619,11/23/2012,2.01,26.18,52.8,,,,,,,,,,,,
REG,68620,11/19/2012,4.13,30.48,128.52,,,,,,,,,,,,
REG,68620,11/19/2012,3.47,26.18,99.05,,,,,,,,,,,,
REG,68620,11/20/2012,4.13,30.48,128.52,,,,,,,,,,,,
REG,68620,11/20/2012,3.47,26.18,99.05,,,,,,,,,,,,
REG,68620,11/21/2012,4.13,30.48,128.52,,,,,,,,,,,,
REG,68620,11/21/2012,3.47,26.18,99.05,,,,,,,,,,,,
REG,68620,11/23/2012,3.59,30.48,121.41,,,,,,,,,,,,
REG,68620,11/23/2012,4.01,26.18,105.16,,,,,,,,,,,,
REG,68621,11/17/2012,4.31,30.48,137.67,,,,,,,,,,,,
REG,68621,11/17/2012,3.29,26.18,91.19,,,,,,,,,,,,
REG,68621,11/18/2012,4.17,30.48,130.56,,,,,,,,,,,,
REG,68621,11/18/2012,3.43,26.18,97.3,,,,,,,,,,,,
REG,68621,11/19/2012,6.23,30.48,194.56,,,,,,,,,,,,
REG,68621,11/19/2012,1.37,26.18,42.32,,,,,,,,,,,,
REG,68621,11/23/2012,6.09,30.48,187.45,,,,,,,,,,,,
REG,68621,11/23/2012,1.51,26.18,48.43,,,,,,,,,,,,
REG,68622,11/17/2012,8.00,26.18,209.44,,,,,,,,,,,,
REG,68622,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68622,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68622,11/23/2012,5.50,30.48,177.8,,,,,,,,,,,,
REG,68622,11/23/2012,2.10,26.18,56.72,,,,,,,,,,,,
REG,68624,11/18/2012,3.00,30.48,91.44,,,,,,,,,,,,
REG,68624,11/18/2012,5.00,26.18,130.9,,,,,,,,,,,,
REG,68624,11/19/2012,4.35,30.48,139.7,,,,,,,,,,,,
REG,68624,11/19/2012,3.25,26.18,89.45,,,,,,,,,,,,
REG,68624,11/20/2012,4.35,30.48,139.7,,,,,,,,,,,,
REG,68624,11/20/2012,3.25,26.18,89.45,,,,,,,,,,,,
REG,68624,11/21/2012,4.35,30.48,139.7,,,,,,,,,,,,
REG,68624,11/21/2012,3.25,26.18,89.45,,,,,,,,,,,,
REG,68624,11/23/2012,6.21,30.48,193.55,,,,,,,,,,,,
REG,68624,11/23/2012,1.39,26.18,43.2,,,,,,,,,,,,
REG,68693,11/17/2012,3.00,30.48,91.44,,,,,,,,,,,,
REG,68693,11/17/2012,5.00,26.18,130.9,,,,,,,,,,,,
REG,68693,11/18/2012,2.34,30.48,78.23,,,,,,,,,,,,
REG,68693,11/18/2012,5.26,26.18,142.24,,,,,,,,,,,,
REG,68693,11/19/2012,2.34,30.48,78.23,,,,,,,,,,,,
REG,68693,11/19/2012,5.26,26.18,142.24,,,,,,,,,,,,
REG,68693,11/23/2012,4.46,30.48,145.29,,,,,,,,,,,,
REG,68693,11/23/2012,3.14,26.18,84.65,,,,,,,,,,,,
REG,68704,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68704,11/18/2012,5.14,30.48,159.51,,,,,,,,,,,,
REG,68704,11/18/2012,2.46,26.18,72.43,,,,,,,,,,,,
REG,68704,11/19/2012,2.39,30.48,80.77,,,,,,,,,,,,
REG,68704,11/19/2012,5.21,26.18,140.06,,,,,,,,,,,,
REG,68704,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68704,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68705,11/19/2012,4.52,30.48,148.34,,,,,,,,,,,,
REG,68705,11/19/2012,3.08,26.18,82.03,,,,,,,,,,,,
REG,68705,11/20/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,68705,11/20/2012,1.59,26.18,51.92,,,,,,,,,,,,
REG,68705,11/21/2012,4.54,30.48,149.35,,,,,,,,,,,,
REG,68705,11/21/2012,3.06,26.18,81.16,,,,,,,,,,,,
REG,68705,11/23/2012,4.14,30.48,129.03,,,,,,,,,,,,
REG,68705,11/23/2012,3.46,26.18,98.61,,,,,,,,,,,,
REG,68733,11/19/2012,4.56,30.48,150.37,,,,,,,,,,,,
REG,68733,11/19/2012,3.04,23.1,70.84,,,,,,,,,,,,
REG,68733,11/20/2012,4.56,30.48,150.37,,,,,,,,,,,,
REG,68733,11/20/2012,3.04,23.1,70.84,,,,,,,,,,,,
REG,68733,11/21/2012,4.56,30.48,150.37,,,,,,,,,,,,
REG,68733,11/21/2012,3.04,23.1,70.84,,,,,,,,,,,,
REG,68733,11/23/2012,5.40,30.48,172.72,,,,,,,,,,,,
REG,68733,11/23/2012,2.20,23.1,53.9,,,,,,,,,,,,
REG,68779,11/17/2012,4.52,30.48,148.34,,,,,,,,,,,,
REG,68779,11/17/2012,3.08,23.1,72.38,,,,,,,,,,,,
REG,68779,11/18/2012,1.20,30.48,40.64,,,,,,,,,,,,
REG,68779,11/18/2012,6.40,23.1,154,,,,,,,,,,,,
REG,68779,11/19/2012,5.17,30.48,161.04,,,,,,,,,,,,
REG,68779,11/19/2012,2.43,23.1,62.76,,,,,,,,,,,,
REG,68779,11/20/2012,5.17,30.48,161.04,,,,,,,,,,,,
REG,68779,11/20/2012,2.43,23.1,62.76,,,,,,,,,,,,
REG,68779,11/23/2012,4.20,30.48,132.08,,,,,,,,,,,,
REG,68779,11/23/2012,3.40,23.1,84.7,,,,,,,,,,,,
REG,68937,11/17/2012,6.04,30.48,184.91,,,,,,,,,,,,
REG,68937,11/17/2012,1.56,23.1,44.66,,,,,,,,,,,,
REG,68937,11/18/2012,5.23,30.48,164.08,,,,,,,,,,,,
REG,68937,11/18/2012,2.37,23.1,60.45,,,,,,,,,,,,
REG,68937,11/19/2012,5.36,30.48,170.69,,,,,,,,,,,,
REG,68937,11/19/2012,2.24,23.1,55.44,,,,,,,,,,,,
REG,68937,11/23/2012,4.16,30.48,130.05,,,,,,,,,,,,
REG,68937,11/23/2012,3.44,23.1,86.24,,,,,,,,,,,,
REG,68944,11/17/2012,1.40,30.48,50.8,,,,,,,,,,,,
REG,68944,11/17/2012,6.20,23.1,146.3,,,,,,,,,,,,
REG,68944,11/18/2012,5.51,30.48,178.31,,,,,,,,,,,,
REG,68944,11/18/2012,2.09,23.1,49.67,,,,,,,,,,,,
REG,68944,11/19/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,68944,11/19/2012,3.38,23.1,83.93,,,,,,,,,,,,
REG,68944,11/20/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,68944,11/20/2012,3.38,23.1,83.93,,,,,,,,,,,,
REG,68944,11/23/2012,4.40,30.48,142.24,,,,,,,,,,,,
REG,68944,11/23/2012,3.20,23.1,77,,,,,,,,,,,,
REG,68946,11/19/2012,4.40,30.48,142.24,,,,,,,,,,,,
REG,68946,11/19/2012,3.20,23.1,77,,,,,,,,,,,,
REG,68946,11/20/2012,4.40,30.48,142.24,,,,,,,,,,,,
REG,68946,11/20/2012,3.20,23.1,77,,,,,,,,,,,,
REG,68946,11/21/2012,4.40,30.48,142.24,,,,,,,,,,,,
REG,68946,11/21/2012,3.20,23.1,77,,,,,,,,,,,,
REG,68946,11/23/2012,2.23,30.48,72.64,,,,,,,,,,,,
REG,68946,11/23/2012,5.37,23.1,129.75,,,,,,,,,,,,
REG,68947,11/19/2012,4.00,30.48,121.92,,,,,,,,,,,,
REG,68947,11/19/2012,4.00,23.1,92.4,,,,,,,,,,,,
REG,68947,11/20/2012,4.36,30.48,140.21,,,,,,,,,,,,
REG,68947,11/20/2012,3.24,23.1,78.54,,,,,,,,,,,,
REG,68947,11/21/2012,4.50,30.48,147.32,,,,,,,,,,,,
REG,68947,11/21/2012,3.10,23.1,73.15,,,,,,,,,,,,
REG,68947,11/23/2012,8.00,23.1,184.8,,,,,,,,,,,,
REG,69021,11/17/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,69021,11/17/2012,1.59,23.1,45.82,,,,,,,,,,,,
REG,69021,11/20/2012,5.58,30.48,181.86,,,,,,,,,,,,
REG,69021,11/20/2012,2.02,23.1,46.97,,,,,,,,,,,,
REG,69021,11/21/2012,5.58,30.48,181.86,,,,,,,,,,,,
REG,69021,11/21/2012,2.02,23.1,46.97,,,,,,,,,,,,
REG,69021,11/23/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,69021,11/23/2012,1.59,23.1,45.82,,,,,,,,,,,,
REG,69022,11/19/2012,4.30,30.48,137.16,,,,,,,,,,,,
REG,69022,11/19/2012,3.30,23.1,80.85,,,,,,,,,,,,
REG,69022,11/20/2012,4.30,30.48,137.16,,,,,,,,,,,,
REG,69022,11/20/2012,3.30,23.1,80.85,,,,,,,,,,,,
REG,69022,11/21/2012,4.30,30.48,137.16,,,,,,,,,,,,
REG,69022,11/21/2012,3.30,23.1,80.85,,,,,,,,,,,,
REG,69022,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,69034,11/17/2012,5.34,30.48,169.67,,,,,,,,,,,,
REG,69034,11/17/2012,2.26,23.1,56.21,,,,,,,,,,,,
REG,69034,11/18/2012,4.09,30.48,126.49,,,,,,,,,,,,
REG,69034,11/18/2012,3.51,23.1,88.94,,,,,,,,,,,,
REG,69034,11/19/2012,5.33,30.48,169.16,,,,,,,,,,,,
REG,69034,11/19/2012,2.27,23.1,56.6,,,,,,,,,,,,
REG,69034,11/23/2012,3.11,30.48,97.03,,,,,,,,,,,,
REG,69034,11/23/2012,4.49,23.1,111.27,,,,,,,,,,,,
REG,69036,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,69036,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,69036,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,69036,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,69080,11/17/2012,6.11,30.48,188.47,,,,,,,,,,,,
REG,69080,11/17/2012,1.49,23.1,41.97,,,,,,,,,,,,
REG,69080,11/18/2012,1.20,30.48,40.64,,,,,,,,,,,,
REG,69080,11/18/2012,6.40,23.1,154,,,,,,,,,,,,
REG,69080,11/19/2012,2.46,30.48,84.33,,,,,,,,,,,,
REG,69080,11/19/2012,5.14,23.1,120.89,,,,,,,,,,,,
REG,69080,11/23/2012,5.56,30.48,180.85,,,,,,,,,,,,
REG,69080,11/23/2012,2.04,23.1,47.74,,,,,,,,,,,,
REG,69082,11/17/2012,6.21,30.48,193.55,,,,,,,,,,,,
REG,69082,11/17/2012,1.39,23.1,38.12,,,,,,,,,,,,
REG,69082,11/18/2012,4.01,30.48,122.43,,,,,,,,,,,,
REG,69082,11/18/2012,3.59,23.1,92.02,,,,,,,,,,,,
REG,69082,11/19/2012,2.31,30.48,76.71,,,,,,,,,,,,
REG,69082,11/19/2012,5.29,23.1,126.67,,,,,,,,,,,,
REG,69082,11/23/2012,5.41,30.48,173.23,,,,,,,,,,,,
REG,69082,11/23/2012,2.19,23.1,53.52,,,,,,,,,,,,
REG,69120,11/17/2012,6.21,30.48,193.55,,,,,,,,,,,,
REG,69120,11/17/2012,1.39,23.1,38.12,,,,,,,,,,,,
REG,69120,11/18/2012,4.33,30.48,138.68,,,,,,,,,,,,
